id,sentiment
12311_10,0.9266328336417898
8348_2,0.1261527036342147
5828_4,0.7464814845871858
7186_2,0.5385405742919448
12128_7,0.7926850978271899
2913_8,0.6509410981236382
4396_1,0.12068710421232309
395_2,0.2770837138735744
10616_1,0.07159327543235862
9074_9,0.6331141817196578
9252_3,0.2676607405396456
9896_9,0.710783320932085
574_4,0.7330516372672339
11182_8,0.7448015844604486
11656_4,0.6046539349452348
2322_4,0.7357381922798775
8703_1,0.29796590515255916
7483_1,0.14301699306782337
6007_10,0.8463815910124737
12424_4,0.2024739010591999
4672_1,0.08163700445550791
10841_3,0.13472816849620303
8954_7,0.2981858890215016
7392_1,0.16853213863043345
10288_8,0.7583306738288723
5343_4,0.17481880165228203
4950_1,0.06826276445405126
9257_4,0.6549413049999191
8689_3,0.25095754200090575
4480_2,0.5891507429182562
9286_10,0.8677802257675077
12245_10,0.8716934031203386
7529_7,0.8591715832759311
4_4,0.43273775373652934
5299_2,0.1244178624854076
12077_8,0.7558411939797315
10701_2,0.08646976974828013
11579_1,0.11838523261369786
10993_1,0.20475673384351967
8913_1,0.14773994120419762
1350_3,0.2507028995567653
3804_2,0.1735503473650921
5025_3,0.6437103297071816
5170_8,0.30677260084129615
8225_8,0.7730553280418229
6427_7,0.7703736172624197
3165_3,0.666563859893926
7902_9,0.9011806700933427
8208_3,0.09841321578664203
3577_8,0.7453370217779183
4865_1,0.19383851528816057
9063_3,0.252316678041501
1106_1,0.5050320479605631
1117_9,0.8316044318437528
1050_4,0.27730794734910685
10755_9,0.6906497753584664
2729_8,0.7671791141837438
10072_10,0.8329798451285472
2904_7,0.8054400303661958
4584_2,0.38612184397260885
189_4,0.7657450872385846
6302_4,0.31604900846182576
8138_9,0.5070809326851312
1262_1,0.26487377713547816
2199_10,0.798665470161843
6551_7,0.7620857841055063
8082_7,0.63430750828806
4897_8,0.8398116015600442
7360_1,0.14379513093944038
11012_10,0.8005239566245391
12046_1,0.2342028970011998
2331_2,0.30234098795639514
8961_9,0.6729017710069441
751_7,0.740928166113144
9884_10,0.5962247173616254
10016_8,0.777861288892428
8023_10,0.7321569891495893
2628_1,0.13709997204353233
5832_1,0.08506206633385714
7302_1,0.121963121892813
4501_3,0.6168768582195149
1121_7,0.5326898673240824
8334_3,0.6541397754581674
9789_10,0.32694152867645426
4230_10,0.7761592152551535
824_4,0.266631267976768
6803_9,0.8651090273407732
3086_7,0.7976357471166747
1135_8,0.8291878247525034
10136_1,0.10329433481549137
11129_3,0.12407000320014343
2072_8,0.7462700236960852
9501_7,0.8052903800175831
319_10,0.7444909468108772
1693_7,0.847650726718013
10886_1,0.0574920199353687
9406_8,0.5748648416821339
10376_10,0.45278889592109756
9902_1,0.1736349723995596
9938_8,0.6292389259301702
7080_9,0.7978910385543436
11944_8,0.7486048515435092
5249_1,0.11065437512429736
9599_2,0.15877231278797246
9620_1,0.277307611018969
11244_1,0.14100003201960298
6841_10,0.8055646486516171
10050_4,0.676225609312988
10512_9,0.8476619750508213
11327_3,0.11456776140813651
10681_8,0.8582264108953864
808_3,0.6020956314055789
546_7,0.9064400078060612
10765_1,0.0995730186287581
7189_9,0.5583949643919706
6005_9,0.8064006678940566
11915_9,0.7597747879798171
5740_10,0.7664010005690282
7097_10,0.56550640784078
9573_10,0.7816557327282596
5084_4,0.26927376425560307
12332_7,0.48018642096869907
8154_1,0.11979837487004598
5610_1,0.3973893012794674
5323_9,0.692739054060684
11034_8,0.6255571223084976
3977_2,0.358749857514096
12380_7,0.25961309783130515
1737_8,0.6719022602530175
6030_9,0.5756518723188093
5918_7,0.7106486719376107
7061_9,0.41090650217739383
266_8,0.8065890841739819
1375_10,0.7874931575506748
8648_3,0.11991744592948222
10146_10,0.8713956932534653
4578_10,0.574654900776935
4685_8,0.739376919573329
11843_9,0.7376839610426508
5467_10,0.8851103349800876
10140_10,0.7972626236944859
7721_8,0.7933646310250032
11208_10,0.22849308158645143
1063_10,0.8267856957580221
8260_10,0.7369667186452536
3182_9,0.8568967909815696
2797_8,0.8090012068710081
7613_2,0.7206622586162507
11624_4,0.3571431401256891
4847_10,0.8902998057007415
10684_7,0.5115612702617277
6312_1,0.30918522571170987
4925_3,0.16681331612222206
4125_1,0.07419986160577573
2394_10,0.9168179633489987
12105_10,0.8490984296790476
7812_1,0.07262533926022254
1061_8,0.7178681392967504
9343_3,0.6682652743863718
7696_10,0.9253771900956322
9355_10,0.9087423816530759
782_9,0.8676534229951093
9882_10,0.9017285859118651
10642_10,0.8398352548056022
7410_2,0.20785501116720417
9591_4,0.1731456517650433
11902_3,0.39253079047347667
3495_7,0.18392411988402035
6733_1,0.07036902640440841
4552_1,0.07899775469051337
6722_1,0.29233756234948866
188_10,0.6590846442645738
5099_10,0.8515892312891667
10313_1,0.265690984005674
6756_9,0.595485553580693
6622_2,0.108938854389243
4807_10,0.8965386049268161
7173_3,0.22858062777676993
11321_8,0.6021614055170668
7909_9,0.443770916753492
8012_7,0.20471510047777594
8615_4,0.4965525672731825
8117_10,0.7911805333378868
1892_10,0.7294331115086702
4617_1,0.2563591237741109
1893_8,0.6864142194388552
5435_1,0.11379984716865421
162_3,0.17114513762769815
6516_10,0.8511491429185716
11588_7,0.8152595430296631
2006_1,0.14088512702103004
1594_4,0.23721488332136417
1472_1,0.0790587341454305
3647_1,0.6402478642105898
174_7,0.43538464827958867
5539_7,0.21733082225441444
3384_10,0.9339091715867869
3811_4,0.5580413594275333
4079_8,0.5109605810552419
1179_7,0.6912707618434776
3069_9,0.9007086055347892
3769_8,0.6421539740811945
9247_10,0.7835268530523115
10434_1,0.1372724410886659
1147_10,0.9128659312896942
5344_7,0.7555229823854089
8073_10,0.713273740928968
7833_3,0.14696468081347205
8370_1,0.10613075258385159
9007_8,0.35123208396531425
6624_7,0.37321361095328087
6683_3,0.21412551325825246
12275_7,0.5870851474539435
11927_8,0.7039271760735333
1560_10,0.8422502960505257
1325_9,0.37139247116176155
3548_8,0.2072231202387981
607_1,0.10060453154667544
6702_7,0.4434232712946347
5702_3,0.10512847616916184
11345_8,0.8921533323373173
3428_4,0.32486848382356553
7209_9,0.8808101603814281
8425_8,0.7796206537716722
3087_1,0.21307324053091412
1119_8,0.7599862337894655
5715_3,0.35278068828220804
8645_1,0.27506699674552565
2149_3,0.13939711378428143
10403_10,0.5830858937581361
5628_1,0.25592377183325987
5570_10,0.8194164802780146
1613_3,0.21198525604911364
1454_4,0.8056826602558759
5094_3,0.36699629001050577
7982_1,0.2705278813637242
6894_2,0.6930789111051302
6554_1,0.569170778729771
4721_3,0.3635047668418769
6904_4,0.15946877233084733
893_8,0.8410300207209169
4605_4,0.5926065644748153
11516_7,0.5970834746940443
11718_7,0.826007210936578
5956_1,0.09708618631327821
7455_9,0.7153846134038564
6396_4,0.4938134448001314
1223_8,0.7241557873095422
8556_1,0.511394715801203
6108_8,0.6719148171438714
11690_1,0.12705207327401044
3778_9,0.39179449907697766
3627_4,0.6299608651148171
8256_4,0.5894390714678528
533_1,0.08721406842582922
5235_4,0.1387596603366524
621_2,0.6113717918517073
5365_1,0.5982779491591519
8180_3,0.6095607377391885
7396_7,0.3670372846229852
9776_10,0.8348765328284561
8175_10,0.8636811273868199
3128_1,0.2986776038003099
4606_1,0.24014677571643386
6158_2,0.1353587900535345
3281_10,0.6913442608651398
4723_4,0.18102034061942107
11994_3,0.2426729469630692
7701_1,0.040946466679425496
103_3,0.21527507615559324
8908_10,0.7991907723445792
8876_1,0.13124182839091578
7519_9,0.8272159586429607
12456_8,0.40577587001341014
9514_8,0.7328500543309286
8680_8,0.29085087402747895
12402_10,0.3806818064622158
362_2,0.40785040104011766
9825_7,0.7336652430854681
2913_3,0.6950332881463309
7164_8,0.7863376048918127
11177_7,0.5374164994835166
5707_10,0.8422752982661902
8103_10,0.8035547997999668
6289_1,0.04698295366514236
11754_1,0.3130045532808421
11640_10,0.7718133098166828
9933_7,0.5487481968161402
185_10,0.846299488104318
242_10,0.8420292122885495
9369_8,0.8251038156997899
7453_10,0.3705308405966212
7514_7,0.4228682049464838
10860_2,0.1629503032591126
8663_8,0.692242095263833
9108_1,0.16669136789747072
7941_1,0.20921534665986483
10116_1,0.0626613964684372
9841_4,0.42741337266714113
4512_9,0.8280857818957678
4853_2,0.3313790440491337
2664_4,0.4215643651323582
9966_10,0.8614895623047006
5167_2,0.21417488042979146
3894_2,0.11307162590101838
3929_8,0.7166674432012968
7165_10,0.7496826515326439
5451_8,0.6933787766050296
2947_4,0.5685282600727666
4611_10,0.7954296650685379
5807_1,0.16941290060142836
9464_8,0.793196599203513
3124_10,0.8254892314400318
2705_4,0.5308615458198951
12187_8,0.8950750842867482
12319_10,0.7847240524519292
9874_3,0.22001266815725154
3406_4,0.5262942374229332
2327_10,0.7828704002859307
605_10,0.8151219620158638
8080_4,0.42582726737945964
3074_10,0.9093638537531579
2499_3,0.3362052136635761
1013_1,0.381577863057536
11535_1,0.08680426087624882
4118_7,0.7332435277730789
10492_8,0.8688788913404113
2129_4,0.2431053247491619
9814_10,0.3786482567450879
10671_9,0.6574032307634016
5980_10,0.9223919105465205
2755_2,0.2495854072838538
5461_2,0.2181141617966197
11979_1,0.19046981366979857
8810_1,0.06288211018476157
852_7,0.8312239244809261
10961_4,0.10005667137418889
7436_4,0.5065524160744367
11281_3,0.35595928984259945
4208_3,0.14604862566749519
8213_10,0.7647782356145475
9851_2,0.45737633189427757
4713_7,0.4120917177489059
9528_1,0.8599304652569245
3595_10,0.8978722278190309
5785_3,0.30562552141696847
10370_3,0.17405447619806103
1980_3,0.30985515363714045
8800_4,0.4878347853342273
4437_3,0.2409604391088397
28_3,0.26226254430996415
12171_1,0.2940056899880157
9359_3,0.28796642186769084
3831_9,0.9156674181854628
10962_7,0.8701926965887656
1500_9,0.3715684680355964
11470_10,0.8191539041415458
11843_3,0.13752267118181252
11200_4,0.5585737320505322
1067_1,0.11691138594506713
3333_1,0.13663709394902135
4487_4,0.814230521500846
6428_1,0.15869544783626247
575_7,0.1524540062035857
10904_9,0.7902031024703383
11821_2,0.46645106613161147
11605_1,0.16723880063386062
1111_7,0.7025426493693021
10295_1,0.6647113267098521
1146_4,0.12362362846311092
2405_9,0.3683383689375417
11081_10,0.7394995324498366
2201_10,0.9131538174353429
4844_1,0.09132227984022571
11007_8,0.766565907571374
6535_7,0.8202944053442338
2653_4,0.19613226871798414
8245_10,0.6470242917718321
9951_8,0.8284615633869458
6133_8,0.2138553764768577
10006_2,0.11223707448006918
7350_1,0.279330486943387
4509_9,0.8025512026258758
948_1,0.2492348522838008
3987_1,0.3190272067338293
2947_10,0.27176230783026073
6041_3,0.11318029352883174
2946_1,0.13057877764399314
11967_4,0.13126200567349108
1185_10,0.8975026395445594
10323_2,0.6500501007780067
11706_2,0.07965441149610074
3663_1,0.1836512219003379
5602_10,0.8681685514185477
4870_10,0.7696270776009201
1994_1,0.17959795668028458
10807_7,0.8196725948894051
6871_3,0.8151327611442175
1175_2,0.1436872344023936
10919_7,0.8544921454346183
8127_10,0.7258517832612404
12497_4,0.29494952706097527
3274_1,0.5192185032692437
2568_3,0.48531300219084145
840_2,0.26292221227512186
5626_10,0.9375409231900941
7561_10,0.8651560094939216
4600_3,0.3746708030055576
3324_9,0.34835314448193316
8899_7,0.6875315158012764
5592_8,0.7499281539115085
12483_4,0.13838744621105367
7874_1,0.0732844567553987
5878_10,0.8277724042726099
4303_9,0.5212324322691765
9421_1,0.2539315266149886
10269_4,0.6080883407975372
10615_2,0.21608706424967103
2634_10,0.829272622398824
7522_1,0.1412286286572769
9289_10,0.7309103462362067
4636_10,0.4795824827947907
1241_7,0.5279553504008536
9458_9,0.682308529975074
11690_10,0.859765515610745
7176_4,0.39062944853869785
6212_10,0.809301569665075
6319_1,0.2583475607391674
5229_3,0.25704497460654835
466_9,0.896563973000522
8693_2,0.5144312546165283
2952_10,0.8018727058579027
1128_1,0.09116588570470252
3975_10,0.6838875143276116
11365_10,0.882633515899831
